Date,Open,High ,Low,Close,TransactionVolume,MarketCap
2016-08-06,575.03,588.4,569.47,587.78,80797296,9286055404
2016-08-07,587.77,597.51,586.82,592.69,82398400,9364710627
2016-08-08,592.74,592.99,588.05,591.05,61194100,9339910963
2016-08-09,591.04,591.09,584.79,587.8,92228096,9289374235
2016-08-10,587.65,599.98,586.37,592.1,102905000,9358441335
2016-08-11,592.12,597.54,589.12,589.12,74514400,9312340020
2016-08-12,588.8,589.91,583.81,587.56,69218000,9288722581
2016-08-13,587.36,589.77,584.98,585.59,43563000,9258715472
2016-08-14,585.59,585.67,564.78,570.47,60851100,9020848475
2016-08-15,570.49,573.58,563.24,567.24,57262300,8970719083
2016-08-16,567.24,581.74,566.72,577.44,58405200,9132941526
2016-08-17,577.76,580.89,571.43,573.22,54443000,9066995409
2016-08-18,573.71,577.79,573.43,574.32,59896600,9085487925
2016-08-19,574.34,578.24,574.18,575.63,50631600,9107313927
2016-08-20,576.08,582.82,575.46,581.7,45301400,9204384754
2016-08-21,581.94,584.16,580.22,581.31,38299400,9199366517
2016-08-22,581.31,588.45,580.59,586.75,72844000,9286647694
2016-08-23,586.77,589.47,581.63,583.41,85349200,9234845697
2016-08-24,583.41,583.59,579.85,580.18,56328200,9184728961
2016-08-25,580.18,580.45,575.17,577.76,136130000,9147297036
2016-08-26,577.75,580.62,576.86,579.65,48856800,9178145243
2016-08-27,579.45,579.84,568.63,569.95,59698300,9025464112
2016-08-28,569.83,574.04,569.74,573.91,86301600,9089312935
2016-08-29,574.07,576.28,573.47,574.11,110398000,9093420855
2016-08-30,574.11,578.36,574.11,577.5,70342400,9148340524
2016-08-31,577.59,577.86,573.64,575.47,75840896,9117106217
2016-09-01,575.55,576.31,571.81,572.3,76923400,9067854884
2016-09-02,572.41,575.64,570.81,575.54,79910800,9120159589
2016-09-03,575.55,599.5,574.06,598.21,159014000,9480380026
2016-09-04,598.59,611.84,596.85,608.63,97942896,9646846465
2016-09-05,608.99,609.05,602.24,606.59,82446800,9615468145
2016-09-06,606.51,610.83,605.09,610.44,78529104,9677437248
2016-09-07,610.57,614.54,608.51,614.54,75032400,9743676240
2016-09-08,614.64,628.77,613.84,626.32,86713000,9931412644
2016-09-09,626.35,626.83,620.26,622.86,64550200,9877681032
2016-09-10,622.93,625.09,622.4,623.51,45016800,9889124590
2016-09-11,623.42,628.82,600.51,606.72,73610800,9624021892
2016-09-12,607.01,608.46,605.41,608.24,72812304,9649385919
2016-09-13,608.03,611.19,606.92,609.24,86920600,9666424848
2016-09-14,608.84,611.95,608.41,610.68,47877700,9690463177
2016-09-15,610.59,611.09,607.16,607.16,59464600,9635571708
2016-09-16,607.25,609.26,606.73,606.97,64963400,9633710359
2016-09-17,607.22,607.86,605.19,605.98,37140300,9619198525
2016-09-18,606.28,610.16,605.86,609.87,48679400,9682008337
2016-09-19,609.87,610.93,608.27,609.23,54796400,9672709264
2016-09-20,609.25,609.53,607.94,608.31,72710896,9659269452
2016-09-21,603.59,603.59,595.88,597.15,82776200,9483211005
2016-09-22,597.28,598.49,596.21,596.3,67085300,9470698215
2016-09-23,596.2,603.21,595.79,602.84,51067000,9575631549
2016-09-24,602.96,604.58,602.04,602.63,35359500,9573385118
2016-09-25,602.75,603.38,599.71,600.83,33977800,9546132575
2016-09-26,600.81,608.14,600.35,608.04,59153800,9661922446
2016-09-27,608.02,608.25,604.11,606.17,49422400,9633311305
2016-09-28,606.24,606.59,604.61,604.73,48722600,9611532319
2016-09-29,605.02,606.82,604.85,605.69,55658600,9627902106
2016-09-30,605.72,609.73,604.14,609.73,56122400,9693198750
2016-10-01,609.93,615.24,609.93,613.98,56357000,9761887632
2016-10-02,613.95,614.01,609.68,610.89,39249800,9713776587
2016-10-03,610.97,612.57,610.46,612.13,46798300,9734618878
2016-10-04,612.05,612.05,609.48,610.2,49801600,9705099355
2016-10-05,610.22,613.81,609.62,612.51,68077504,9743018924
2016-10-06,612.47,613.82,611.47,613.02,56812100,9752315689
2016-10-07,612.61,617.91,611.82,617.12,64071400,9818599994
2016-10-08,617.34,619.85,617.34,619.11,42345900,9851461946
2016-10-09,619.17,619.2,616.61,616.75,39243400,9815156618
2016-10-10,616.82,621.32,616.2,618.99,67481104,9851764897
2016-10-11,619.24,642.08,618.5,641.07,103590000,10204214839
2016-10-12,640.87,641.34,635.97,636.19,92370200,10127644784
2016-10-13,636.03,638.83,635.03,636.79,61620700,10138078870
2016-10-14,637.01,641.28,637.01,640.38,58144600,10196303437
2016-10-15,640.31,642.1,637.39,638.65,39035400,10169814232
2016-10-16,639.08,642.9,638.9,641.63,40298100,10218348388
2016-10-17,641.82,642.33,638.66,639.19,58063600,10180488274
2016-10-18,639.41,640.74,636,637.96,65546700,10162029114
2016-10-19,638.13,638.87,628.01,630.52,69381696,10044471117
2016-10-20,630.66,631.92,628.26,630.86,56957300,10050854099
2016-10-21,630.83,634.09,630.69,632.83,55951000,10083501603
2016-10-22,633.14,658.2,632.85,657.29,78556496,10474463658
2016-10-23,657.62,661.13,653.89,657.07,54474600,10472100602
2016-10-24,657.16,657.25,652.59,653.76,62218200,10420469172
2016-10-25,654,664.42,653.7,657.59,90378800,10482565592
2016-10-26,657.68,679.73,657.68,678.3,88877104,10813913071
2016-10-27,678.21,688.59,678.04,688.31,96105296,10974828655
2016-10-28,688,690.44,684.16,689.65,81145504,10997420362
2016-10-29,690.29,720.4,690.05,714.48,134760992,11394596830
2016-10-30,714.12,714.12,696.47,701.86,100665000,11194834676
2016-10-31,702.64,709.29,691.68,700.97,97064400,11181852070
2016-11-01,701.34,736.45,701.34,729.79,130527000,11642863554
2016-11-02,730.07,740.83,722.35,740.83,84865200,11820110421
2016-11-03,742.35,745.77,678.16,688.7,172808000,10989660280
2016-11-04,689.12,706.93,685.56,703.23,99907696,11222575748
2016-11-05,703.53,707.51,697.74,703.42,53752300,11226736982
2016-11-06,703.81,714.26,699.56,711.52,59902200,11357385316
2016-11-07,710.74,710.74,699.9,703.13,65047100,11224670783
2016-11-08,703.09,712.99,702.39,709.85,79660800,11333339468
2016-11-09,709.83,740.05,708.61,723.27,132429000,11548965779
2016-11-10,722.84,723.02,711.21,715.53,68807800,11426817526
2016-11-11,715.55,718.32,714.41,716.41,63119700,11442241390
2016-11-12,716.75,717.15,704.03,705.05,64622500,11262273136
2016-11-13,705.2,705.26,687.32,702.03,80318096,11215181107
2016-11-14,702,706.28,699.81,705.02,62993000,11271073434
2016-11-15,705.79,715.72,705.26,711.62,72038496,11377924616
2016-11-16,711.17,747.61,709.04,744.2,141294000,11900441939
2016-11-17,744.88,755.65,739.51,740.98,108579000,11850398479
2016-11-18,740.71,752.88,736.89,751.59,87363104,12021432968
2016-11-19,751.83,756.24,744.47,751.62,110608000,12023262925
2016-11-20,751.88,755.48,717.94,731.03,154116000,11695081878
2016-11-21,731.27,741.72,730.51,739.25,60802400,11827902946
2016-11-22,739.64,753.87,736.53,751.35,129906000,12022735372
2016-11-23,751.74,752.25,738.92,744.59,76543800,11916054235
2016-11-24,744.62,746.83,733.49,740.29,85919296,11848658575
2016-11-25,740.44,741.65,734.59,741.65,67807600,11871816579
2016-11-26,741.51,742.21,729.63,735.38,54962700,11772895899
2016-11-27,735.44,739.02,731.09,732.03,52601800,11720648987
2016-11-28,732.48,738.01,732.48,735.81,61888600,11782628755
2016-11-29,736.33,737.47,734.56,735.6,68511104,11780661280
2016-11-30,736.28,747.93,736.27,745.69,84070800,11943536630
2016-12-01,746.05,758.28,746.05,756.77,80461904,12122431239
2016-12-02,757.54,781.3,757.54,777.94,127605000,12462935160
2016-12-03,778.25,778.25,764.86,771.16,69547296,12355811709
2016-12-04,771.64,773.87,768.16,773.87,60557900,12400766376
2016-12-05,773.39,773.47,751.71,758.7,106363000,12159115875
2016-12-06,758.72,765.62,758.72,764.22,116218000,12249086971
2016-12-07,764.21,771.54,759.75,768.13,96426096,12313376414
2016-12-08,768.08,774.7,765.95,770.81,80111904,12357837893
2016-12-09,769.94,774.53,769.65,772.79,68705296,12390863077
2016-12-10,773.02,777.09,772.91,774.65,53843100,12421967470
2016-12-11,774.75,774.8,765.41,769.73,57313400,12344888048
2016-12-12,770.04,781.92,770.04,780.09,76571000,12512497969
2016-12-13,780.65,788.46,777.96,780.56,81645600,12521776922
2016-12-14,780.01,782.03,776.84,781.48,75979000,12534369129
2016-12-15,780.07,781.43,777.8,778.09,81580096,12484761985
2016-12-16,778.96,785.03,778.96,784.91,83608200,12595490539
2016-12-17,785.17,792.51,784.86,790.83,78989800,12691945028
2016-12-18,791.01,794.74,788.03,790.53,60524400,12688510068
2016-12-19,790.69,793.61,790.32,792.71,74886400,12725090633
2016-12-20,792.25,801.34,791.5,800.88,99629296,12857473134
2016-12-21,800.64,834.28,799.41,834.28,155576000,13395445163
2016-12-22,834.18,875.78,834.15,864.54,200027008,13882988216
2016-12-23,864.89,925.12,864.68,921.98,275564000,14807189352
2016-12-24,922.18,923.48,886.34,898.82,137727008,14436754927
2016-12-25,899.65,899.65,862.42,896.18,143664992,14396194094
2016-12-26,896.91,913.18,896.9,907.61,123771000,14581389977
2016-12-27,908.35,940.05,904.26,933.2,167308000,14994286713
2016-12-28,934.83,975.92,934.83,975.92,236630000,15682769405
2016-12-29,975.13,979.4,954.5,973.5,199320000,15645617392
2016-12-30,972.53,972.53,934.83,961.24,187474000,15450507055
2016-12-31,960.63,963.74,947.24,963.74,99135104,15492554222
2017-01-01,963.66,1003.08,958.7,998.33,147775008,16050407461
2017-01-02,998.62,1031.39,996.7,1021.75,222184992,16429024775
2017-01-03,1021.6,1044.08,1021.6,1043.84,185168000,16786368910
2017-01-04,1044.4,1159.42,1044.4,1154.73,344945984,18571869009
2017-01-05,1156.73,1191.1,910.42,1013.38,510199008,16300254795
2017-01-06,1014.24,1046.81,883.94,902.2,351876000,14513695758
2017-01-07,903.49,908.59,823.56,908.59,279550016,14618030536
2017-01-08,908.17,942.72,887.25,911.2,158715008,14661966429
2017-01-09,913.24,913.69,879.81,902.83,141876992,14528815565
2017-01-10,902.44,914.87,901.06,907.68,115808000,14608685049
2017-01-11,908.11,919.45,762.77,777.76,310928992,12519135996
2017-01-12,775.18,826.25,755.76,804.83,222326000,12956730411
2017-01-13,803.74,829,780,823.98,168968000,13266554392
2017-01-14,825.14,835.09,812.46,818.41,93063296,13178601992
2017-01-15,818.14,823.31,812.87,821.8,71013600,13234840657
2017-01-16,821.78,834.53,820.27,831.53,82755200,13393372620
2017-01-17,830.95,910.56,830.8,907.94,155095008,14625779851
2017-01-18,909.37,917.5,858.3,886.62,225676992,14284036613
2017-01-19,888.34,904.61,884.34,899.07,105625000,14486616700
2017-01-20,898.17,899.4,887.01,895.03,86728400,14423545371
2017-01-21,895.55,927.37,895.53,921.79,111158000,14856911163
2017-01-22,922.21,937.53,897.56,924.67,116573000,14905439337
2017-01-23,925.5,928.27,916.74,921.01,73588600,14848013909
2017-01-24,910.68,924.15,892.29,892.69,111349000,14393026385
2017-01-25,891.92,903.25,891.69,901.54,120831000,14537488261
2017-01-26,902.4,919.33,902.22,917.59,131958000,14797955301
2017-01-27,918.36,923.22,915.85,919.75,125594000,14834831700
2017-01-28,919.81,923.91,919.81,921.59,68979600,14866260449
2017-01-29,922.07,923.42,919.15,919.5,60851700,14834377926
2017-01-30,920.15,923.05,919.47,920.38,78227296,14850351605
2017-01-31,920.96,972.02,920.96,970.4,164582000,15659186515
2017-02-01,970.94,989.11,970.74,989.02,150110000,15962015276
2017-02-02,990,1013.52,983.22,1011.8,145820992,16331615570
2017-02-03,1011.46,1033.87,1008.79,1029.91,201278000,16625849489
2017-02-04,1031.33,1045.9,1015.16,1042.9,155064000,16837411920
2017-02-05,1043.52,1043.63,1022.37,1027.34,114208000,16588240157
2017-02-06,1028.4,1044.64,1028.16,1038.15,111762000,16764422010
2017-02-07,1040.14,1061.93,1040.14,1061.35,146007008,17141080574
2017-02-08,1062.32,1078.97,1037.49,1063.07,201855008,17170799127
2017-02-09,1064.7,1088.99,953.34,994.38,407220000,16063448932
2017-02-10,995.63,998.91,946.69,988.67,190452000,15973053725
2017-02-11,988.9,1009.29,982.83,1004.45,102261000,16229677099
2017-02-12,1003.52,1004.76,996.92,999.18,67530000,16146290349
2017-02-13,998.89,1002.1,976,990.64,100607000,16010322103
2017-02-14,991.73,1011.51,986.47,1004.55,137946000,16237219721
2017-02-15,1006.21,1008.84,1001.58,1007.48,89759400,16286329282
2017-02-16,1007.65,1033.37,1007.65,1027.44,122277000,16610905026
2017-02-17,1026.12,1053.17,1025.64,1046.21,136474000,16916338976
2017-02-18,1049.21,1061.1,1046.96,1054.42,99073504,17051064834
2017-02-19,1054.76,1056.81,1043.46,1047.87,77423296,16946913346
2017-02-20,1048.69,1080.49,1041.69,1079.98,109478000,17468244508
2017-02-21,1079.28,1117.25,1076.93,1115.3,186868992,18041455273
2017-02-22,1114.8,1125.39,1100.55,1117.44,136100000,18077985665
2017-02-23,1117.27,1176.62,1116.96,1166.72,189454000,18877442096
2017-02-24,1172.71,1200.39,1131.96,1173.68,330759008,18992415818
2017-02-25,1170.41,1174.85,1124.59,1143.84,139960992,18511906560
2017-02-26,1144.27,1167.47,1130.2,1165.2,116486000,18860247630
2017-02-27,1163.78,1181.98,1163.38,1179.97,131570000,19101427518
2017-02-28,1180.72,1193.25,1171.82,1179.97,184956000,19103684801
2017-03-01,1180.04,1222.5,1179.69,1222.5,229056992,19794459608
2017-03-02,1224.68,1262.13,1215.62,1251.01,368275008,20258543188
2017-03-03,1250.71,1280.31,1250.71,1274.99,315739008,20649259919
2017-03-04,1277.43,1279.4,1230.51,1255.15,183270000,20329978338
2017-03-05,1254.29,1267.29,1238.06,1267.12,134127000,20526235270
2017-03-06,1267.47,1276,1264.6,1272.83,153656992,20620991547
2017-03-07,1273.21,1275.55,1204.8,1223.54,291256000,19824773912
2017-03-08,1223.23,1232.16,1148.08,1150,332603008,18635275050
2017-03-09,1150.35,1197.46,1141.23,1188.49,212283008,19261188310
2017-03-10,1189.36,1270.47,1077.25,1116.72,563795968,18100188612
2017-03-11,1116.32,1193.83,1116.32,1175.83,283320000,19060468862
2017-03-12,1176.62,1226.98,1175.36,1221.38,227176000,19801195767
2017-03-13,1221.78,1237.37,1217.03,1231.92,380276992,19974334865
2017-03-14,1232.16,1244.81,1220.72,1240,245306000,20107761880
2017-03-15,1240.16,1251.61,1239.75,1249.61,297804992,20265831337
2017-03-16,1251.33,1257.98,1152.44,1187.81,638568000,19265847025
2017-03-17,1180.16,1180.16,1099.57,1100.23,706598976,17847435957
2017-03-18,1099.69,1114.07,957.66,973.82,621302016,15798760668
2017-03-19,976.73,1069.91,976.73,1036.74,406648000,16821676707
2017-03-20,1037.24,1063.03,1036.68,1054.23,286529984,17107266418
2017-03-21,1055.36,1122.43,1055.36,1120.54,337391008,18185299687
2017-03-22,1120.65,1120.65,1014.21,1049.14,380840992,17028630158
2017-03-23,1050.05,1058.01,1028.93,1038.59,248540000,16859314109
2017-03-24,1038.45,1040.47,934.36,937.52,491038016,15220718764
2017-03-25,936.54,975.76,903.71,972.78,435803008,15794781102
