Date,ClosingPrice,MarketCap,BlockSize,EstimatedTransactionValue,GldPrice,GtrendScore,HashRate,MempoolTransactionCount,MempoolSize,MinningDifficulty,TotalTransaction,TransactionPerDay
2018-01-01,13657.2,229119155396,1037654,nan,1308.7,45,15177350.2495,112829570,112829570,1873110000000,287853824,293150
2018-01-02,14982.1,251377913955,1043200,nan,1370.5,54,14975580.9597,120608745,120608745,1931140000000,288095605,241781
2018-01-03,15201,255080562912,1041680,nan,1374.2,54,16415540.6674,115056825,115056825,1931140000000,288439440,343835
2018-01-04,15599.2,261795321110,1064936,nan,1377.4,52,15071578.2735,113965234,113965234,1931140000000,288836539,397099
2018-01-05,17429.5,292544135538,1066160,nan,1378.4,50,16127548.7258,103032040,103032040,1931140000000,289261469,424930
2018-01-06,17527,294217423675,1069002,nan,1376.8,45,13727615.8797,109675967,109675967,1931140000000,289601053,339584
2018-01-07,16477.6,276634797271,1053001,nan,1376.8,44,16127548.7258,105498670,105498670,1931140000000,289957691,356638
2018-01-08,15170.1,254715263101,1048723,nan,1376.8,50,15551564.8428,115871116,115871116,1931140000000,290330419,372728
2018-01-09,14595.4,245095808695,1050963,nan,1370,49,15935554.0981,135162712,135162712,1931140000000,290676440,346021
2018-01-10,14973.3,251472635522,1057310,nan,1377,50,15743559.4704,136416014,136416014,1931140000000,291031478,355038
2018-01-11,13405.8,225178724050,1054956,nan,1380.1,55,15935554.0981,137385986,137385986,1931140000000,291379345,347867
2018-01-12,13980.6,234865160377,1057949,nan,1394.4,46,18527481.5719,136816732,136816732,1931140000000,291714119,334774
2018-01-13,14360.2,241268592240,1053732,nan,1337.4,40,17087521.8643,128975275,128975275,1931140000000,292019024,304905
2018-01-14,13772,231413491364,1014499,nan,1337.4,38,16501289.1138,125504223,125504223,2227850000000,292283477,264453
2018-01-15,13819.8,232242775485,1050907,nan,1341.8,37,17165770.5546,124893177,124893177,2227850000000,292519674,236197
2018-01-16,11490.5,193121120762,1059251,nan,1396.8,76,16612036.0206,74153761,74153761,2227850000000,292791963,272289
2018-01-17,11188.6,188070430523,1050755,nan,1399.7,100,17608758.1818,126866445,126866445,2227850000000,293098292,306329
2018-01-18,11474.9,192907550324,1061349,nan,1387.4,70,18494733.4362,113686441,113686441,2227850000000,293412701,314409
2018-01-19,11607.4,195158837709,1051139,nan,1394.3,51,19159214.877,105197580,105197580,2227850000000,293720767,308066
2018-01-20,12899.2,216907619830,1047523,nan,1394,42,18273239.6226,101244832,101244832,2227850000000,293963593,242826
2018-01-21,11600.1,195089460991,1116916,nan,1394,39,19712949.4111,117081287,117081287,2227850000000,294200084,236491
2018-01-22,10931.4,183866421285,1071050,nan,1394,45,20709671.5723,128425151,128425151,2227850000000,294417746,217662
2018-01-23,10868.4,182830257191,1078088,nan,1398.2,43,18494733.4362,134140416,134140416,2227850000000,294667996,250250
2018-01-24,11359.4,191115225673,1069566,nan,1419.1,40,19602202.5043,119615886,119615886,2227850000000,294934255,266259
2018-01-25,11259.4,189455303273,1074956,nan,1425.9,39,19491455.5975,113932976,113932976,2227850000000,295186059,251804
2018-01-26,11171.4,187995804677,1105547,nan,1416,39,20445148.5648,101977365,101977365,2603080000000,295424676,238617
2018-01-27,11440.7,192550550498,1044745,nan,1403.6,32,20056949.5414,89078958,89078958,2603080000000,295643682,219006
2018-01-28,11786.3,198389948175,1032040,nan,1403.6,31,20315748.8903,79344620,79344620,2603080000000,295836234,192552
2018-01-29,11296.4,190164444830,1025466,nan,1403.6,32,20445148.5648,53321100,53321100,2603080000000,296050090,213856
2018-01-30,10106.3,170151556678,1012350,nan,1398.5,35,19151151.8202,57197940,57197940,2603080000000,296280251,230161
2018-01-31,10221.1,172099559942,996176,nan,1401.7,38,21609745.6349,50926185,50926185,2603080000000,296519972,239721
2018-02-01,9170.54,154428564694,1051847,nan,1406.7,49,15139761.9119,47692671,47692671,2603080000000,296728449,208477
2018-02-02,8830.75,148725283812,1053140,nan,1396.2,65,20703947.9137,60685264,60685264,2603080000000,296981107,252658
2018-02-03,9174.91,154540000411,1022506,nan,1394.5,42,21739145.3094,37019643,37019643,2603080000000,297219014,237907
2018-02-04,8277.01,139433682759,995891,nan,1394.5,37,20445148.5648,41031050,41031050,2603080000000,297410005,190991
2018-02-05,6955.27,117184385122,988244,nan,1394.5,64,23033142.054,16003254,16003254,2603080000000,297582804,172799
2018-02-06,7754,130658094648,1106470,nan,1387,80,23938939.7752,25567753,25567753,2603080000000,297804410,221606
2018-02-07,7621.3,128435001186,1067332,nan,1372.3,52,24293141.3193,28695624,28695624,2874670000000,298049615,245205
2018-02-08,8265.59,139306699929,1070469,nan,1376.4,43,20149017.2119,23892454,23892454,2874670000000,298257428,207813
2018-02-09,8736.98,147266052809,1049296,nan,1372.3,38,18720008.899,31655746,31655746,2874670000000,298435028,177600
2018-02-10,8621.9,145341842785,1076082,nan,1383.1,31,19291612.2242,34120351,34120351,2874670000000,298614008,178980
2018-02-11,8129.97,137064586975,1033401,nan,1383.1,28,20434818.8745,28948400,28948400,2874670000000,298790456,176448
2018-02-12,8926.57,150513128412,1002464,nan,1383.1,31,21578025.5248,17677530,17677530,2874670000000,298938478,148022
2018-02-13,8598.31,144995984203,1042310,nan,1387,29,23721537.9942,27950172,27950172,2874670000000,299124293,185815
2018-02-14,9494.63,160131558835,1037702,148097.50308228,1415.1,29,23435736.3316,65294057,65294057,2874670000000,299312756,188463
2018-02-15,10166.4,171477807437,1015979,130151.06430121,1413.7,31,25579248.8009,11371184,11371184,2874670000000,299510670,197914
2018-02-16,10233.9,172637061144,1062490,106729.74900057,1415,28,18720008.899,16345690,16345690,2874670000000,299706704,196034
2018-02-17,11112.7,187482083882,989433,80893.89617716,1350.5,26,22435430.5125,38107542,38107542,2874670000000,299892034,185330
2018-02-18,10551.8,178040648022,966532,82943.41667937,1350.5,26,21292223.8622,33747431,33747431,2874670000000,300064198,172164
2018-02-19,11225.3,189426791571,973776,114330.2486842,1347.8,25,23149934.669,30883011,30883011,2874670000000,300224685,160487
2018-02-20,11403.7,192457815912,1011015,130404.45595898,1390.1,28,23149934.669,6479420,6479420,2874670000000,300416480,191795
2018-02-21,10690.4,180442459820,1008594,145459.85457672,1392.3,28,21079198.6661,29997351,29997351,3007380000000,300610626,194146
2018-02-22,10005,168892273935,988705,252887.92526631,1393.1,26,25265138.8267,5688404,5688404,3007380000000,300819125,208499
2018-02-23,10301.1,173909350860,918127,176293.62339995,1390.7,23,22275181.5691,26654330,26654330,3007380000000,301001986,182861
2018-02-24,9813.07,165687799108,1005774,167742.75814358,1394.8,20,22125683.7062,57086143,57086143,3007380000000,301182867,180881
2018-02-25,9664.73,163204062358,1014177,76897.66460255,1394.8,20,21677190.1176,813341,813341,3007380000000,301336133,153266
2018-02-26,10366.7,175076064010,699013,109418.40066947,1394.8,21,25564134.5525,76145586,76145586,3007380000000,301480249,144116
2018-02-27,10725.6,181158869820,1012542,139296.16827184,1381.3,22,21079198.6661,60231527,60231527,3007380000000,301672389,192140
2018-02-28,10397.9,175644310997,1009827,202928.40020459,1380.8,21,23919658.0608,48296629,48296629,3007380000000,301887918,215529
2018-03-01,10951,185009753075,1058861,190547.6522974,1367.6,20,23172168.7464,10132823,10132823,3007380000000,302078254,190336
2018-03-02,11086.4,187318996197,1070326,119411.41408502,1385.8,19,24667147.3752,19350440,19350440,3007380000000,302315119,236865
2018-03-03,11489.7,194159120569,859638,92233.68977254,1382.1,18,23321666.6093,37197879,37197879,3007380000000,302508162,193043
2018-03-04,11512.6,194567395376,977348,92256.7308983401,1382.1,17,26909615.3184,28643540,28643540,3007380000000,302688174,180012
2018-03-05,11573.3,195614809925,1001249,136451.97474105,1382.1,19,22125683.7062,32672054,32672054,3007380000000,302843169,154995
2018-03-06,10779.9,182225316082,1017820,118687.70420192,1397.5,19,24372959.7309,36122506,36122506,3290610000000,303049094,205925
2018-03-07,9965.57,168479670395,1018661,156219.65883794,1389.5,22,25517998.1076,23891867,23891867,3290610000000,303258028,208934
2018-03-08,9395.01,158852238332,1026472,144694.06871065,1384,21,25681575.0185,20262843,20262843,3290610000000,303471018,212990
2018-03-09,9337.55,157898203939,1017122,209952.82852803,1386.9,24,26499459.5732,16903775,16903775,3290610000000,303661059,190041
2018-03-10,8866,149939797150,1026402,108717.98334596,1383.7,18,23882228.9981,12482788,12482788,3290610000000,303863384,202325
2018-03-11,9578.63,162009710243,1016833,108693.48297902,1383.7,18,22900767.5324,6479332,6479332,3290610000000,304013029,149645
2018-03-12,9205.12,155710928717,1011055,118997.93037607,1383.7,20,25027267.3747,754189,754189,3290610000000,304170416,157387
2018-03-13,9194.85,155555594312,931086,155930.19963723,1390.3,19,26335882.6623,2776889,2776889,3290610000000,304355807,185391
2018-03-14,8269.81,139920843550,902700,150082.3606247,1388.6,22,25845151.9294,371614,371614,3290610000000,304555166,199359
2018-03-15,8300.86,140460819364,753239,148147.95039108,1380.6,24,23555075.1762,1641080,1641080,3290610000000,304748399,193233
2018-03-16,8338.35,141111773179,751658,114974.96978622,1375.2,20,23555075.1762,481305,481305,3290610000000,304949630,201231
2018-03-17,7916.88,133993486925,690361,87993.26009963,1380.6,19,25517998.1076,605540,605540,3290610000000,305138042,188412
2018-03-18,8223.68,139201713268,505991,106466.47999797,1380.6,22,24372959.7309,453766,453766,3290610000000,305289623,151581
2018-03-19,8630.65,146107514353,696159,134630.81618522,1380.6,21,25990711.2964,779474,779474,3462540000000,305454285,164662
2018-03-20,8913.47,150909503835,683404,115827.41989221,1375.1,19,26679206.9599,713530,713530,3462540000000,305647934,193649
2018-03-21,8929.28,151193917440,790160,116440.08659449,1385.5,19,21859737.3155,351830,351830,3462540000000,305841283,193349
2018-03-22,8728.47,147809220250,689349,112702.15145632,1391.1,18,26162835.2123,263952,263952,3462540000000,306040697,199414
2018-03-23,8879.62,150383574951,774840,110642.21472773,1413.9,17,24613719.9694,861003,861003,3462540000000,306221261,180564
2018-03-24,8668.12,146818882936,824847,70255.22054964,1419.9,14,22892480.8107,128044,128044,3462540000000,306398735,177474
2018-03-25,8495.78,143914265310,603132,105825.41526348,1419.9,15,26851330.8757,451234,451234,3462540000000,306558292,159557
2018-03-26,8209.4,139078211968,583194,124837.25443802,1419.9,20,23236728.6425,310822,310822,3462540000000,306696059,137767
2018-03-27,7833.04,132717053150,710986,118459.94509903,1406.7,19,25818587.3805,1555250,1555250,3462540000000,306883686,187627
2018-03-28,7954.48,134788265876,763153,107913.83021102,1387.8,17,26162835.2123,3030247,3030247,3462540000000,307069266,185580
2018-03-29,7165.7,121436043045,726814,150158.72822356,1384.9,20,23236728.6425,1995832,1995832,3462540000000,307250436,181170
2018-03-30,6890.52,116786562165,671348,177530.33853903,1404.7,23,26162835.2123,357205,357205,3462540000000,307440144,189708
2018-03-31,6973.53,118204645927,627189,79991.72072854,1404.7,17,27884074.371,476209,476209,3462540000000,307624253,184109
2018-04-01,6844.23,116026809075,670956,86133.1555443499,1404.7,18,22031861.2314,332160,332160,3462540000000,307773675,149422
2018-04-02,7083.8,120101932910,452283,110068.82873236,1404.7,100,28274794.2168,80375,80375,3511060000000,307907738,134063
2018-04-03,7456.11,126429245883,561178,133852.20395338,1395.4,91,27227579.6162,330329,330329,3511060000000,308075035,167297
2018-04-04,6853.84,116229557118,691802,110965.61120402,1398.6,88,28449329.9836,336377,336377,3511060000000,308278798,203763
2018-04-05,6811.47,115524404354,717797,112177.22907878,1387,93,25656757.7153,134433,134433,3511060000000,308462871,184073
2018-04-06,6636.32,112565173568,643346,108538.67894632,1394.8,95,27227579.6162,144318,144318,3511060000000,308644434,181563
2018-04-07,6911.09,117241368688,815549,94943.22492621,1398.5,77,24085935.8143,12098,12098,3511060000000,308814471,170037
2018-04-08,7023.52,119162880482,541365,80835.1504356099,1398.5,72,31416438.0187,150203,150203,3511060000000,308970516,156045
2018-04-09,6770.73,114886335694,442152,114599.80056914,1398.5,85,28100258.4501,494817,494817,3511060000000,309110447,139931
2018-04-10,6834.76,115978358964,734221,120032.31391682,1404.4,84,25656757.7153,34507,34507,3511060000000,309284709,174262
2018-04-11,6968.32,118267198080,680501,137653.17686588,1418.9,76,28623865.7504,94533,94533,3511060000000,309473129,188420
2018-04-12,7889.25,133912618634,629347,182577.60319632,1400.3,96,28100258.4501,710299,710299,3511060000000,309653245,180116
2018-04-13,7895.96,134043001354,842492,144308.29009319,1406.6,95,26878508.0827,335064,335064,3511060000000,309869925,216680
2018-04-14,7986.24,135589384440,711265,64658.99849488,1409.3,73,28798401.5171,28011187,28011187,3511060000000,310083401,213476
2018-04-15,8329.11,141427138383,817580,67923.73120369,1409.3,72,26146926.5195,566053,566053,3839320000000,310248581,165180
2018-04-16,8058.67,136849408643,847183,108195.60696197,1409.3,77,31109116.9538,112436,112436,3839320000000,310419421,170840
2018-04-17,7902.09,134206623206,946672,115918.26781873,1408,75,26910340.4324,356896,356896,3839320000000,310613865,194444
2018-04-18,8163.42,138661092884,735669,102568.57977623,1412.2,74,30918263.4756,293876,293876,3839320000000,310818121,204256
2018-04-19,8294.31,140902801023,672658,167636.84581575,1407.5,78,30536556.5191,1613882,1613882,3839320000000,311018722,200601
2018-04-20,8845.83,150287113368,635094,130982.91168306,1396.9,79,33971919.1275,7138655,7138655,3839320000000,311234182,215460
2018-04-21,8895.58,151150137128,835096,113075.41335848,1382.7,72,26146926.5195,1640281,1640281,3839320000000,311444988,210806
2018-04-22,8802.46,149585589886,744424,75772.24207642,1382.7,71,30345703.0408,693053,693053,3839320000000,311636268,191280
2018-04-23,8930.88,151784994312,554600,131451.15375978,1382.7,78,30536556.5191,484030,484030,3839320000000,311805408,169140
2018-04-24,9697.5,164833256250,762481,188947.24806828,1391.8,92,29200582.1714,694798,694798,3839320000000,312032938,227530
2018-04-25,8845.74,150369282696,970912,182321.10271922,1381.6,86,30345703.0408,6399534,6399534,3839320000000,312287053,254115
2018-04-26,9281.51,157793327246,1062137,153472.32939378,1376.7,73,23474977.8241,1452371,1452371,3839320000000,312504860,217807
2018-04-27,8987.05,152802874822,885745,137832.97239504,1382.3,73,26910340.4324,10735071,10735071,3839320000000,312722259,217399
