Date,Price,MarketCap,BlockSize,GoldPrice,GTrends,HashRate,MempoolCount,MempoolSize,MinningDifficulty,TotalTransaction,TransactionPerDay,TransactionFee,EstimatedTransactionVolumeUSD
2018-05-04,9700.76,165062796742,883674,1373.4,68,30190584.7133,506771.5,506771.5,4022060000000,314167340,228105,39.40065166,1424167444.69354
2018-05-05,9858.15,167759953654,975988,1372.9,67,27591395.3009,148240,148240,4022060000000,314392057,224717,39.37853649,1032424172.16879
2018-05-06,9654.8,164316605278,703962,1372.9,63,32189961.1843,1066049.5,1066049.5,4022060000000,314588183,196126,32.17831497,990555813.193302
2018-05-07,9373.01,159538115686,767873,1372.9,70,27391457.6537,145915,145915,4022060000000,314760991,172808,31.28195837,1299195635.80706
2018-05-08,9234.82,157202142973,865620,1372.5,68,29990647.0661,1003885.25,1003885.25,4022060000000,314965957,204966,35.90014262,1305599529.85642
2018-05-09,9325.18,158758858205,924526,1371.7,64,27791332.948,317613,317613,4022060000000,315185724,219767,34.29413578,1231496059.67689
2018-05-10,9043.94,153988453198,721322,1380.8,66,31990023.5372,581270.5,581270.5,4022060000000,315390594,204870,30.52956993,1367418842.25004
2018-05-11,8441.49,143743802092,754205,1379.1,77,30790397.6546,18219723,18219723,4022060000000,315606115,215521,26.71177891,1308283132.78675
2018-05-12,8504.89,144841040789,1072544,1376.6,62,26161151.1691,4045785.5,4045785.5,4143880000000,315813295,207180,38.61210375,914542131.232237
2018-05-13,8723.94,148587777457,625552,1376.6,57,33988897.1883,617519.5,617519.5,4143880000000,315994730,181435,28.38834405,622325191.112393
2018-05-14,8716.79,148480275422,580283,1376.6,69,30487010.8113,1072914,1072914,4143880000000,316154408,159678,23.33858622,1877479922.51764
2018-05-15,8510.38,144979744412,879085,1348.5,64,27191117.7506,215977,215977,4143880000000,316365868,211460,35.25774075,1098113121.7909
2018-05-16,8368.83,142587497878,771175,1350.1,63,30075024.1787,1251746,1251746,4143880000000,316574211,208343,37.83474629,1354020052.00064
2018-05-17,8094.32,137923772714,619517,1347.9,62,36872803.6163,4524781.5,4524781.5,4143880000000,316788368,214157,32.35890796,1986371307.18684
2018-05-18,8250.97,140607667610,877620,1349.2,59,27191117.7506,909837.5,909837.5,4143880000000,316978927,190559,54.05727301,1754540455.70633
2018-05-19,8247.18,140559162894,835033,1349,51,30487010.8113,357449.5,357449.5,4143880000000,317195494,216567,70.13995212,572037902.728045
2018-05-20,8513.25,145109512565,563281,1349,51,31722970.709,595895,595895,4143880000000,317363150,167656,31.42390531,505408446.545892
2018-05-21,8418.99,143518943480,574532,1349,57,29663037.5461,4479637.5,4479637.5,4143880000000,317523157,160007,24.98915763,801652229.73729
2018-05-22,8041.78,137104106176,740171,1350,59,32340950.6579,1385162.5,1385162.5,4143880000000,317724499,201342,31.28915469,902765750.949497
2018-05-23,7557.82,128868479514,712320,1347.4,73,31104990.7602,296497.5,296497.5,4143880000000,317931673,207174,26.52413321,1070131558.32802
2018-05-24,7587.34,129385391552,741021,1362.4,70,33370917.2394,545171.5,545171.5,4143880000000,318154381,222708,30.82025138,997838496.239073
2018-05-25,7480.14,127573690458,713274,1361.4,60,30616246.3183,385083.5,385083.5,4306950000000,318357426,203045,29.75362781,792961295.780727
2018-05-26,7355.88,125469061263,632232,1298.3,51,37681533.9303,235416,235416,4306950000000,318556376,198950,30.37696335,433358755.892997
2018-05-27,7368.22,125695017596,480069,1298.3,52,34684139.1858,184914,184914,4306950000000,318712372,155996,22.51408114,402952722.618485
2018-05-28,7135.99,121747389422,450204,1297.6,59,35112338.435,520738,520738,4306950000000,318855920,143548,19.47089221,1030143175.61157
2018-05-29,7472.59,127502651064,730313,1354.6,62,33399541.4382,3670831.5,3670831.5,4306950000000,319049027,193107,29.12400991,902651076.805139
2018-05-30,7406.52,126391893474,820264,1357.6,58,29759847.8199,278333,278333,4306950000000,319254081,205054,28.63684227,912070535.696193
2018-05-31,7494.17,127902999390,628768,1355.9,55,37253334.6811,387886,387886,4306950000000,319459146,205065,22.66213792,829972345.81463
2018-06-01,7541.45,128725854692,700890,1350.9,51,36396936.1826,346869.5,346869.5,4306950000000,319665580,206434,21.6541427,860640929.266263
2018-06-02,7643.45,130481526036,710960,1349.4,49,35540537.6842,143736.5,143736.5,4306950000000,319867604,202024,20.37476636,517843929.695078
2018-06-03,7720.25,131808021256,626342,1349.4,48,32543142.9398,20546036.5,20546036.5,4306950000000,320043569,175965,16.27842016,489033822.746906
2018-06-04,7514.47,128312205314,796502,1349.4,54,34898238.8104,17188059.5,17188059.5,4306950000000,320210930,167361,15.3074038,781951697.703179
2018-06-05,7633.76,130365918088,1053916,1354.1,52,39180231.3025,15076096,15076096,4306950000000,320416637,205707,20.71075272,753456738.768419
2018-06-06,7653.98,130725095161,848463,1353.5,52,42980660.1034,18677347,18677347,4940700000000,320631054,214417,18.52827963,777433221.862945
2018-06-07,7678.24,131153169176,992415,1354.4,52,36103754.4869,49672714.5,49672714.5,4940700000000,320838362,207308,19.4579716,802888675.612286
2018-06-08,7624.92,130256218613,1082316,1354.4,49,35121339.3988,5692016,5692016,4940700000000,321045840,207478,20.6699365,832654128.963577
2018-06-09,7531.98,128682085689,869963,1355.5,44,35612546.9429,413433,413433,4940700000000,321243666,197826,17.89042019,512776472.436823
2018-06-10,6786.02,115948312827,646598,1355.5,64,35121339.3988,154024.5,154024.5,4940700000000,321419831,176165,18.7073671,682579730.014871
2018-06-11,6906.92,118025877189,753631,1355.5,82,31191679.0465,229005.5,229005.5,4940700000000,321598030,178199,16.7009531,940033430.553514
2018-06-12,6582.36,112491874164,793455,1351.8,68,34384528.0828,8211116.25,8211116.25,4940700000000,321811871,213841,24.67101897,858021509.558433
2018-06-13,6349.9,108530585830,1063113,1353.5,76,35612546.9429,11854181,11854181,4940700000000,322028739,216868,21.90653344,1043117695.00437
2018-06-14,6675.35,114106009748,907442,1360.6,66,35121339.3988,228739.5,228739.5,4940700000000,322241600,212861,37.41423181,830479336.511425
2018-06-15,6456.58,110378702283,752277,1329.3,56,37577377.119,2845303.5,2845303.5,4940700000000,322453868,212268,28.01723114,821673290.530401
2018-06-16,6550.16,111992015616,785130,1331.1,50,37577377.119,1675779.5,1675779.5,4940700000000,322655273,201405,23.19453295,393367359.714171
2018-06-17,6499.27,111134754810,464916,1331.1,49,40770226.1553,1186490,1186490,4940700000000,322811297,156024,16.44224754,432811187.163212
2018-06-18,6734.82,115176197712,493966,1331.1,57,38559792.2071,183959.5,183959.5,4940700000000,322956994,145697,23.48902029,666288186.596133
2018-06-19,6769.94,115789919278,642536,1329.2,55,40279018.6112,972921.5,972921.5,4940700000000,323151555,194561,17.52291191,717193233.877687
2018-06-20,6776.55,115916357344,932943,1325.3,55,39122596.1405,3035255.5,3035255.5,5077500000000,323344480,192925,83.80865389,645432041.721241
2018-06-21,6729.74,115129700024,1074776,1321,51,39122596.1405,257285,257285,5077500000000,323543923,199443,203.28532024,719955333.674926
2018-06-22,6083.69,104088814967,610253,1321.3,63,42908653.8316,913655.5,913655.5,5077500000000,323744399,200476,73.52012206,877986505.482454
2018-06-23,6162.48,105449276520,789367,1319.2,55,38112980.7563,395218.5,395218.5,5077500000000,323947004,202605,68.9368202,442469090.403318
2018-06-24,6173.23,105646571668,525368,1319.2,64,40384615.3709,332936.5,332936.5,5077500000000,324107098,160094,31.93798474,578433361.830994
2018-06-25,6249.18,106958465208,492698,1319.2,57,43161057.6776,1850938,1850938,5077500000000,324267987,160889,27.03085817,683034898.67434
2018-06-26,6093.67,104307939200,932560,1309.6,54,39627403.8327,13999842.5,13999842.5,5077500000000,324470371,202384,34.68013653,606059145.748309
2018-06-27,6157.13,105403600614,1071069,1305.7,52,36850961.5259,15190468,15190468,5077500000000,324660105,189734,32.34384664,789076623.538903
2018-06-28,5903.44,101072353482,1089062,1300.2,51,30540865.3742,1016334,1016334,5077500000000,324849391,189286,32.15886049,717809351.700124
2018-06-29,6218.3,106474707240,690595,1303.9,67,39627403.8327,304137.25,304137.25,5077500000000,325045294,195903,27.15925646,653028973.089305
2018-06-30,6404,109665618200,747647,1289.9,59,38112980.7563,1405162.5,1405162.5,5077500000000,325240075,194781,27.41063627,527954257.648101
2018-07-01,6385.82,109366024632,975742,1289.9,50,35588942.2956,607040.5,607040.5,5077500000000,325417925,177850,23.60409759,994143368.502515
2018-07-02,6614.18,113288832522,690056,1289.9,72,37103365.372,12312031,12312031,5077500000000,325571515,153590,16.7928896,731075687.462801
2018-07-03,6529.59,111849428104,1017750,1302.4,67,37594816.2563,29446809,29446809,5363680000000,325778358,206843,23.48063765,880290625.530195
2018-07-04,6597.55,113024522547,1113473,1258.1,66,30929068.6931,1277143,1277143,5363680000000,325995812,217454,27.90259772,662808206.668387
2018-07-05,6639.14,113748385620,915858,1307.6,67,35728406.9386,400270.5,400270.5,5363680000000,326197881,202069,21.54452916,657272819.38847
2018-07-06,6673.5,114350502582,791188,1304.8,61,36528296.6462,291767,291767,5363680000000,326400525,202644,19.76600519,807774959.650024
2018-07-07,6856.93,117506606000,682980,1309,53,42660784.4043,118151.5,118151.5,5363680000000,326601170,200645,21.70281974,370270464.469499
2018-07-08,6773.88,116097021279,521839,1309,57,41594264.7942,435568.25,435568.25,5363680000000,326765994,164824,16.56969368,568366411.075374
2018-07-09,6741.75,115557889495,609901,1309,61,42127524.5992,13094215.5,13094215.5,5363680000000,326924062,158068,15.64479917,640870760.709387
2018-07-10,6329.95,108511009626,1063791,1305.1,66,36261666.7437,9156869,9156869,5363680000000,327131175,207113,19.92606527,840599276.598201
2018-07-11,6394.71,109631867446,971337,1293.3,60,39727855.4765,7129230,7129230,5363680000000,327346757,215582,22.86071401,705107105.975675
2018-07-12,6228.81,106798864820,1033117,1295.4,65,35995036.8411,44816892.5,44816892.5,5363680000000,327548218,201461,20.44250057,682830180.504232
2018-07-13,6238.05,106968440793,1154370,1289.7,61,37594816.2563,42406709,42406709,5363680000000,327756199,207981,18.63321237,674548450.327427
2018-07-14,6276.12,107631453835,1118409,1288.2,55,38128076.0613,41312051,41312051,5363680000000,327962700,206501,19.53514153,340074057.30919
2018-07-15,6359.64,109074579938,1151760,1288.2,53,35461777.0361,7827991,7827991,5363680000000,328138157,175457,15.01264127,356017920.508622
2018-07-16,6741.75,115638203962,753377,1288.2,64,35461777.0361,1289428.25,1289428.25,5363680000000,328296585,158428,15.27821656,747886516.022028
2018-07-17,7321.04,125588963706,967369,1275.3,82,31995588.3032,9334406.5,9334406.5,5363680000000,328510554,213969,23.61292569,836942893.445447
2018-07-18,7370.78,126458165406,904621,1275.7,94,40931868.4915,20048730,20048730,5178670000000,328743542,232988,24.94209666,1082676506.45917
2018-07-19,7466.86,128122730711,1044845,1271.1,79,44793365.519,6499855,6499855,5178670000000,328976965,233423,31.82668475,993456134.043958
2018-07-20,7354.13,126202570251,715650,1277.5,73,44021066.1135,3462566,3462566,5178670000000,329202174,225209,28.82741906,813439686.218311
2018-07-21,7419.29,127333468174,819078,1271.4,65,39644702.8157,768564.5,768564.5,5178670000000,329428798,226624,23.08779797,528574442.087027
2018-07-22,7418.49,127336615249,719471,1271.4,63,35268339.5178,524517.5,524517.5,5178670000000,329615913,187115,17.37819099,395927691.401284
2018-07-23,7711.11,132375368459,452567,1271.4,77,46852830.6003,318743,318743,5178670000000,329783590,167677,14.77231882,936055626.253313
2018-07-24,8424.27,144634918474,903410,1271.5,100,42733900.4377,266018,266018,5178670000000,330012857,229267,26.12072165,1154244446.36072
2018-07-25,8181.39,140482950401,917118,1277.4,91,40931868.4915,5860000.75,5860000.75,5178670000000,330272538,259681,29.64295029,1009352100.9677
2018-07-26,7951.58,136553079708,950977,1271.8,81,45565664.9245,2888934.5,2888934.5,5178670000000,330521691,249153,26.82417337,833867863.521124
2018-07-27,8165.01,140235573607,774012,1269.3,81,42476467.3025,600755.5,600755.5,5178670000000,330752062,230371,23.88022702,884506563.824998
2018-07-28,8192.15,140716560550,894429,1268,65,42991333.5728,2478494,2478494,5178670000000,330984673,232611,20.72404572,516574795.872905
2018-07-29,8218.46,141185844808,732988,1268,63,37327804.5992,272717,272717,5178670000000,331166514,181841,16.74880998,726532319.015292
2018-07-30,8180.48,140547190784,548991,1268,72,50277183.1008,2714524.5,2714524.5,5949440000000,331339085,172571,15.67077716,868342350.006917
2018-07-31,7780.44,133688476220,914438,1270.1,74,39630250.2089,908657.5,908657.5,5949440000000,331570279,231194,24.57789474,916151854.706209
2018-08-01,7624.91,131030166771,965036,1264.3,70,43474975.9754,815109,815109,5949440000000,331813884,243605,25.5829697,713806067.823109
2018-08-02,7567.15,130052066760,983721,1256.5,69,44362220.3831,241856.25,241856.25,5949440000000,332052138,238254,21.2832986,1036673761.09069
2018-08-03,7434.39,127785826655,786495,1259.7,70,45249464.7908,1970589.5,1970589.5,5949440000000,332274960,222822,25.20903778,926100823.345805
2018-08-04,7032.85,120899698889,841942,1254.1,66,49094190.5573,333934.5,333934.5,5949440000000,332507591,232631,23.21487948,478730381.400988
2018-08-05,7068.48,121526079384,580276,1254.1,63,52051671.9162,420184,420184,5949440000000,332700325,192734,17.19453121,373453434.330585
2018-08-06,6951.8,119531508535,580368,1254.1,70,47319701.742,11880779,11880779,5949440000000,332871718,171393,13.6299328,732204363.485113
2018-08-07,6753.12,116128339800,1056717,1254.7,72,38743005.8012,10306586,10306586,5949440000000,333090900,219182,17.7504862,664083736.986756
2018-08-08,6305.8,108448409560,1017125,1257.3,89,44657968.519,571819.5,571819.5,5949440000000,333327564,236664,18.61533926,786985499.891174
2018-08-09,6568.23,112973963230,793226,1256.3,75,46432457.3343,674093.5,674093.5,5949440000000,333557102,229538,20.75086011,939755086.265862
2018-08-10,6184.71,106390927598,810651,1255.1,72,44066472.2472,482208.5,482208.5,5949440000000,333781342,224240,20.7502075,760258278.253361
2018-08-11,6295.73,108314257212,792975,1234.6,73,52051671.9162,696191.75,696191.75,5949440000000,334006381,225039,20.41451761,505204809.916029
2018-08-12,6322.69,108790259014,606948,1234.6,64,53994493.0548,1874151.5,1874151.5,6389320000000,334198764,192383,15.39050663,333729799.273728
2018-08-13,6297.57,108369686635,594230,1234.6,73,49230273.0794,1823584.5,1823584.5,6389320000000,334367465,168701,12.77525693,843998947.366735
2018-08-14,6199.71,106696389129,895555,1236.4,90,47642199.7543,7897772.5,7897772.5,6389320000000,334584963,217498,19.92080467,1058727905.8517
2018-08-15,6308.52,108581773101,1030744,1220.2,83,43195594.4439,508610,508610,6389320000000,334837761,252798,26.45582537,891860903.410449
2018-08-16,6334.73,109045250379,789528,1219.2,71,51135961.0696,1786549.5,1786549.5,6389320000000,335084214,246453,22.16329503,687000468.616544
2018-08-17,6580.63,113290724406,766616,1219.3,68,50183117.0745,202795,202795,6389320000000,335315802,231588,24.04769454,783014397.650863
2018-08-18,6423.76,110603014928,831162,1229.6,58,48277429.0843,677962.5,677962.5,6389320000000,335551581,235779,24.88424895,375616573.760664
2018-08-19,6506.07,112031838393,589781,1229.6,57,50818346.4046,390700.5,390700.5,6389320000000,335741608,190027,16.45331646,272507659.256713
2018-08-20,6308.53,108642191682,599147,1229.6,65,46054126.4291,1188191.75,1188191.75,6389320000000,335902561,160953,17.04586085,647035144.277823
2018-08-21,6488.76,111758100192,833750,1234.9,68,47642199.7543,305551,305551,6389320000000,336122407,219846,29.07233893,872997532.530483
2018-08-22,6376.71,109840902181,786610,1238.2,73,47006970.4242,3064310.5,3064310.5,6389320000000,336342107,219700,24.75227584,1022941525.80422
2018-08-23,6534.88,112577436411,755554,1228.4,66,50818346.4046,2448779,2448779,6389320000000,336566663,224556,24.27418043,884447407.308312
2018-08-24,6719.96,115778358839,772460,1248.2,62,47324585.0892,2938470,2938470,6389320000000,336784446,217783,19.30837036,660537345.458553
2018-08-25,6763.19,116534497933,827815,1251.2,56,48824180.026,445814.5,445814.5,6727230000000,337228364,221959,19.15356329,513006216.129736
2018-08-26,6707.26,115585205491,754833,1251.2,55,45145645.9145,157359.5,157359.5,6727230000000,337422712,194348,21.06312548,385892530.065467
2018-08-27,6884.64,118657885712,562838,1251.2,62,57853309.2089,128153,128153,6727230000000,337593351,170639,27.80300602,788251385.708113
2018-08-28,7096.28,122319195736,714495,1249.6,76,61866255.5125,1756143.25,1756143.25,6727230000000,337821456,228105,32.65580356,977831328.38873
2018-08-29,7047.16,121484666374,893403,1246.5,69,51165065.3698,348763,348763,6727230000000,338058402,236946,45.21346372,871163498.732377
2018-08-30,6978.23,120309828156,879796,1239.5,69,46483294.6823,6992311.5,6992311.5,6727230000000,338293671,235269,23.64752291,798481940.583074
2018-08-31,7037.58,121346613238,823481,1241.1,62,51499477.5617,2770119,2770119,6727230000000,338527511,233840,24.10101603,867343981.067502
2018-09-01,7193.25,124044625438,815922,1204.9,59,51833889.7537,2824561.5,2824561.5,6727230000000,338766253,238742,25.25628116,530711688.309403
2018-09-02,7272.72,125427780027,763356,1204.9,63,50496240.9858,395417.5,395417.5,6727230000000,338977728,211475,19.2117222,446514389.352451
2018-09-03,7260.06,125222785390,644199,1206.3,64,48155355.6421,808049,808049,6727230000000,339162277,184549,16.3033171,724804467.105384
2018-09-04,7361.66,126986882925,851842,1233.6,68,48155355.6421,898321,898321,6727230000000,339387385,225108,19.91598267,846834354.747458
2018-09-05,6792.83,117185657641,984015,1236,83,42135936.1869,492136.5,492136.5,6727230000000,339626564,239179,24.1065379,945103849.443573
2018-09-06,6529.17,112649565532,990600,1239.1,92,44142409.3386,961771,961771,6727230000000,339866316,239752,31.82732747,1082892621.38464
2018-09-07,6467.07,111590424587,880257,1235.5,72,50161828.7939,762400,762400,6727230000000,340118412,252096,31.29006024,745568366.660223
2018-09-08,6225.98,107442122871,891570,1235,61,53036795.5276,529983,529983,7019200000000,340348879,230467,27.92194982,364549896.733295
2018-09-09,6300.86,108747090915,709052,1235,60,52338942.9549,1602960,1602960,7019200000000,340553724,204845,18.81937591,468243443.824087
2018-09-10,6329.7,109255603474,617594,1235,66,56874984.6776,1806111,1806111,7019200000000,340743416,189692,18.37028897,708849887.876883
2018-09-11,6321.2,109119948884,918094,1237.6,67,47105048.6594,1657880,1657880,7019200000000,340966312,222896,19.97514305,741261462.953143
2018-09-12,6351.8,109661521297,919239,1246.6,73,49198606.3776,318342.5,318342.5,7019200000000,341201893,235581,23.27470384,668389215.80635
2018-09-13,6517.31,112530970182,713591,1243.8,70,58619616.1095,217377.5,217377.5,7019200000000,341436838,234945,23.91441308,1248849239.09691
2018-09-14,6512.71,112462453186,837780,1236.6,63,51641090.3822,5568977.25,5568977.25,7019200000000,341675583,238745,20.29803773,739529758.061071
2018-09-15,6543.2,113000324618,1062391,1241.2,56,46058269.8003,269418.5,269418.5,7019200000000,341898376,222793,21.21893106,374552271.564309
2018-09-16,6517.18,112562367224,766246,1241.2,53,48849680.0912,845737.5,845737.5,7019200000000,342106353,207977,15.69995673,284144583.385653
2018-09-17,6281.2,108497127334,640532,1241.2,61,48500753.8049,1934927,1934927,7019200000000,342289610,183257,13.07015213,572850819.087677
2018-09-18,6371.3,110064685348,886530,1238.3,58,47105048.6594,2209586.5,2209586.5,7019200000000,342524248,234638,17.45767671,609895982.986467
2018-09-19,6398.54,110547735544,940334,1244.1,61,49547532.664,3708776,3708776,7019200000000,342768236,243988,19.01368472,707175800.269635
2018-09-20,6519.67,112653130183,815944,1247,61,54432500.6731,578233,578233,7019200000000,343023211,254975,17.09335521,682414738.538983
2018-09-21,6734.95,116385068032,818866,1236.9,68,54756137.2027,1786516.5,1786516.5,7152630000000,343279606,256395,18.26192982,984934175.352113
2018-09-22,6721.98,116173876360,1009386,1240,57,51200543.8779,104894,104894,7152630000000,343551501,271895,25.61259462,463989750.23086
2018-09-23,6710.63,115990387532,715676,1240,53,55111696.5352,425676,425676,7152630000000,343770814,219313,18.65597145,335911295.135385
2018-09-24,6595.41,114011060309,674971,1240,57,53333899.8728,367552,367552,7152630000000,343978130,207316,14.47737832,512802846.645718
2018-09-25,6446.47,111450035114,794069,1240.8,59,52622781.2078,4298039,4298039,7152630000000,344211049,232919,15.50844294,852085846.884051
2018-09-26,6495,112300336125,773487,1234.4,60,60089527.19,3100935.5,3100935.5,7152630000000,344463880,252831,20.31737127,753603397.081026
2018-09-27,6676.75,115454861756,894936,1222.4,59,49422747.2154,2126406,2126406,7152630000000,344708219,244339,20.1338664,820387842.811755
2018-09-28,6644.13,114903584220,887770,1231.3,58,50844984.5454,588911.5,588911.5,7152630000000,344959589,251370,23.65350638,916157415.889114
2018-09-29,6601.96,114186839964,835735,1227,50,54756137.2027,554718,554718,7152630000000,345208709,249120,28.91825487,463385867.587157
2018-09-30,6625.56,114608519470,709310,1227,49,54045018.5377,261316,261316,7152630000000,345431708,222999,19.10685859,420373521.290011
2018-10-01,6589.62,113999846113,610653,1227,52,57956171.1951,2307561.5,2307561.5,7152630000000,345634477,202769,15.42794706,687226380.28596
2018-10-02,6556.1,113431019760,877515,1242.7,38,56178374.5327,3688401.25,3688401.25,7152630000000,345881192,246715,21.82334691,826082619.396765
2018-10-03,6502.59,112516993837,992682,1238.7,40,48711628.5505,1625912.5,1625912.5,7152630000000,346121708,240516,25.72269107,739357175.753423
2018-10-04,6576.69,113811343543,840672,1237.5,39,51556103.2103,667320,667320,7152630000000,346365129,243421,21.36448501,669076735.684256
2018-10-05,6622.48,114614764674,812215,1242.2,36,55588275.2378,14026573.5,14026573.5,7454970000000,346613636,248507,18.70916379,627109174.216566
2018-10-06,6588.31,114033598927,975966,1224.9,33,48176505.2061,1447706,1447706,7454970000000,346855063,241427,21.33672301,388807367.745174
2018-10-07,6602.95,114298880311,887723,1224.9,31,46323562.6982,798794.5,798794.5,7454970000000,347066219,211156,17.57876392,250377608.065456
2018-10-08,6652.23,115162906843,861796,1224.9,38,52623567.2252,869603.5,869603.5,7454970000000,347294272,228053,13.06671747,629275555.877636
2018-10-09,6642.64,115007759484,964662,1227.8,39,50029447.7141,870578,870578,7454970000000,347542811,248539,16.79599849,703382178.200891
2018-10-10,6585.53,114030835912,938339,1229.4,40,48176505.2061,899564,899564,7454970000000,347770741,227930,16.66631934,752875717.155181
2018-10-11,6256.24,108341572839,912130,1264,52,53364744.2283,418494,418494,7454970000000,348019336,248595,15.6339373,887230191.302002
2018-10-12,6274.58,108669526315,923067,1258.1,42,58923571.7521,11941018.5,11941018.5,7454970000000,348282469,263133,18.4172056,795636845.77935
2018-10-13,6285.99,108878136724,1140589,1266.9,35,48917682.2093,1985158.5,1985158.5,7454970000000,348524476,242007,18.44585713,367758599.901248
2018-10-14,6290.93,108972590373,840777,1266.9,35,52252978.7236,3188238.5,3188238.5,7454970000000,348728146,203670,13.28476496,398408927.243372
2018-10-15,6596.54,114280022340,952193,1266.9,47,42247089.1808,3552861.5,3552861.5,7454970000000,348917528,189382,12.41784997,1406050478.15614
2018-10-16,6596.11,114283707152,962407,1267.3,42,60035337.2569,1148993,1148993,7454970000000,349192707,275179,23.09602031,881840150.059263
2018-10-17,6544.43,113399343801,1056776,1263.4,39,50029447.7141,1695118,1695118,7454970000000,349446399,253692,19.31942675,727254416.70506
2018-10-18,6476.71,112237252159,1033591,1266.6,38,51141213.2188,1702231,1702231,7454970000000,349702445,256046,18.8500803,865272971.545354
2018-10-19,6465.41,112052990522,1022624,1265.3,37,49274490.4825,2144477,2144477,7182850000000,349964542,262097,18.05926167,835097399.748975
2018-10-20,6489.19,112476559221,1016188,1261.3,33,50702736.5835,1423499.5,1423499.5,7182850000000,350216405,251863,17.65876226,688806312.502373
2018-10-21,6482.35,112369106369,879081,1261.3,32,51059798.1087,3789181.5,3789181.5,7182850000000,350442446,226041,14.32509812,291411405.420086
2018-10-22,6487.16,112465213723,799788,1261.3,38,49274490.4825,8516957,8516957,7182850000000,350647419,204973,12.46404029,729556262.822167
2018-10-23,6475.74,112279779884,934273,1273.5,38,55344536.4115,1182763.5,1182763.5,7182850000000,350906089,258670,16.6995118,726527353.625848
2018-10-24,6495.84,112637293966,945705,1267.6,38,54987474.8863,2814851.5,2814851.5,7182850000000,351165531,259442,16.58331992,772529022.514555
2018-10-25,6476.29,112309554478,1132467,1269,37,40347952.3516,3429480,3429480,7182850000000,351414757,249226,16.94168952,813572559.956069
2018-10-26,6474.75,112294341019,1044193,1272.3,36,48917428.9573,1337314,1337314,7182850000000,351673066,258309,17.53993992,744611642.283238
2018-10-27,6480.38,112403001148,1052879,1263.7,32,51059798.1087,1115728,1115728,7182850000000,351925644,252578,17.91509911,380002708.052395
2018-10-28,6486.39,112518434372,910593,1263.7,30,48560367.4321,369340.5,369340.5,7182850000000,352160061,234417,13.09651959,458829452.673475
2018-10-29,6332.63,109862898081,818884,1263.7,37,49988613.533,10703700.5,10703700.5,7182850000000,352375703,215642,16.5139359,894864910.143942
2018-10-30,6334.27,109903543419,989435,1261.5,37,52130982.6844,5750625,5750625,7182850000000,352644140,268437,19.6041759,627295099.087327
2018-10-31,6317.61,109627117226,946230,1250.8,39,54987474.8863,5084939.5,5084939.5,7182850000000,352932058,287918,18.77140942,803653185.537381
2018-11-01,6377.78,110683820788,905881,1274.8,38,58201028.6134,4045908,4045908,7182850000000,353215602,283544,16.65229276,806286748.991908
2018-11-02,6388.44,110880236966,997555,1269.9,37,54999360.8518,1572024.5,1572024.5,7184400000000,353502882,287280,17.45938887,870677656.724169
2018-11-03,6361.26,110421212888,1111247,1269,33,51070835.0767,302018.5,302018.5,7184400000000,353793950,291068,18.32471846,366071278.717674
2018-11-04,6376.13,110689215104,877537,1269,38,57499331.7996,2402435.5,2402435.5,7184400000000,354041623,247673,13.59185156,525975032.809028
2018-11-05,6419.66,111456211022,1040038,1269,41,43928060.9401,1551859.25,1551859.25,7184400000000,354269435,227812,12.83578294,749362381.010526
2018-11-06,6461.01,112095603776,1043646,1263,40,51427973.7835,14355684,14355684,7184400000000,354565556,296121,18.68872972,750361150.52447
2018-11-07,6530.14,113395632955,1080054,1265.4,39,45713754.4743,6884002.5,6884002.5,7184400000000,354853292,287736,19.18392815,854471221.93819
2018-11-08,6453.72,112078367037,1147886,1262,38,46428031.8879,8764991,8764991,7184400000000,355149715,296423,20.33841084,773348007.473165
2018-11-09,6385.62,110905767441,1172861,1245,37,43213783.5264,2511538,2511538,7184400000000,355426715,277000,20.99890399,836981702.027843
2018-11-10,6409.22,111326145314,1127910,1239.6,31,45356615.7674,287914.5,287914.5,7184400000000,355709884,283169,22.42896582,384259934.959002
2018-11-11,6411.27,111373453740,942631,1239.6,33,46785170.5947,1357961,1357961,7184400000000,355957190,247306,16.64920253,384049108.093398
2018-11-12,6371.27,110689666528,890820,1239.6,37,52142251.1972,1640412,1640412,7184400000000,356209508,252318,14.13978687,752483811.281994
2018-11-13,6359.49,110494466204,1064008,1237.5,39,49999418.9562,3412610.5,3412610.5,7184400000000,356508577,299069,19.17199757,807686927.071364
2018-11-14,5738.35,99712077259,1105642,1246.2,59,42856644.8196,11108058.75,11108058.75,7184400000000,356782498,273921,18.07251239,1181029259.22239
2018-11-15,5648.03,98151606541,1103784,1251.7,68,48213725.4221,16447375,16447375,7184400000000,357080965,298467,25.82337117,2667893505.4359
2018-11-16,5575.55,96900828780,1195210,1259,52,45356615.7674,9011473.5,9011473.5,7184400000000,357372382,291417,38.65118054,1082196428.0914
2018-11-17,5554.33,96542098114,1149077,1261.6,43,41672924.1289,4985792.5,4985792.5,6653300000000,357653924,281542,36.92729384,490284413.215375
2018-11-18,5623.54,97753714643,908811,1261.6,39,47956936.4976,156691,156691,6653300000000,357915580,261656,21.55099415,353784045.651087
2018-11-19,4871.49,84688539692,948878,1261.6,68,40680711.6497,4195764,4195764,6653300000000,358153732,238152,18.03746701,1021796905.51698
